N,P,K,temperature,humidity,ph,rainfall,soil_moisture,latitude,longitude,season,rainfall_past_2yr_avg,rainfall_estimated_this_year,soil_type
104,73,46,29.1400919,80.1190228,6.28236237,90.45142867,69.59,19.9675,74.6382,kharif,1024.91,1071.71,banana
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,63.63,20.9475,79.9724,rabi,981.74,710.39,banana
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,62.31,22.0905,73.3471,rabi,958.62,665.31,banana
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,100,8.5529,68.7656,monsoon,3023.19,4316.14,banana
99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,92.56,15.8242,70.8177,monsoon,1462.17,2001.02,banana
112,87,48,27.19711623,77.3970629,6.200111068,99.46950465,100,14.314,85.0195,rabi,2561.33,2181.15,banana
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,100,10.7146,85.65,monsoon,2726.04,3349.46,banana
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,47.63,30.109,79.019,kharif,392.56,472.21,banana
113,85,45,27.94972463,76.63713353,6.037430836,109.0921631,44.69,30.5979,68.1678,monsoon,287.75,417.95,banana
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,100,13.6024,71.5708,monsoon,2410.84,2878.52,banana
85,89,51,29.21144871,84.70189923,6.158164422,108.5501443,49.27,28.3271,76.1687,monsoon,420.72,492.26,banana
108,94,47,27.35911627,84.54625006,6.387431383,90.81250457,54.68,31.9103,87.1242,rabi,672.36,518.79,banana
92,81,52,28.0106804,76.52808057,5.891413895,103.7040783,49.76,29.7438,87.6574,monsoon,442.27,550.46,banana
110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,100,12.9519,77.1645,kharif,2216.74,2463.67,banana
82,75,55,27.34585147,78.4873835,6.281069505,92.15524332,64.27,21.0019,80.356,rabi,995.61,767.58,banana
117,81,53,29.50704598,78.20585613,5.507641778,98.12565829,44.42,26.4231,71.514,kharif,327.38,336.92,banana
2,40,27,29.73770045,47.54885174,5.954626604,90.09586854,55.33,18.347,80.4787,kharif,724.74,738.42,mango
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,43.39,29.1288,84.2775,summer,462.99,250.29,mango
21,26,27,27.00315545,47.67525434,5.699586972,95.85118326,66.54,15.7653,74.6978,rabi,1168.77,892.9,mango
25,22,25,33.56150184,45.53556603,5.977413803,95.70525913,65.25,21.6625,83.711,summer,1313.66,627.98,mango
0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,39.63,25.6015,78.325,summer,342.18,157.26,mango
20,19,35,34.17719782,50.62161586,6.113935087,98.00687989,68.34,18.9134,69.752,summer,1357.3,742.22,mango
19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,43.05,27.362,85.5603,kharif,331.28,407.18,mango
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,73.43,22.2446,75.0406,kharif,1225.16,1294.15,mango
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,64.32,16.6423,87.2091,summer,1231.28,631.51,mango
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,56.24,15.2914,77.5943,kharif,702.96,797.45,mango
18,19,27,27.75518664,52.34605806,4.772385986,94.11213345,72,20.5237,78.0376,rabi,1298.88,1052.6,mango
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,48.05,28.5693,76.5099,summer,632.43,350.41,mango
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,95.31,13.8027,81.5002,rabi,2052.82,1592.46,mango
11,27,30,27.69637763,48.5622488,6.39474303,89.85646496,100,8.362,83.0512,rabi,3748.86,3146.19,mango
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,100,8.4611,85.8149,rabi,3471.03,2748.31,mango
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,100,8.9738,83.2378,kharif,3358.14,3612.5,mango
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,49.17,29.1992,84.5163,kharif,508.28,630.28,mango
26,37,30,35.39986338,49.45962621,6.166173834,97.41054011,100,11.929,86.7442,summer,3774.78,2138.21,mango
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,68.57,18.0266,77.4198,kharif,988.95,1238.38,mango
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,40.65,25.6467,87.4871,summer,371.66,186.56,mango
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,62.01,16.7672,70.8507,kharif,886.1,966.2,mango
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,100,11.4949,79.3533,rabi,4299.37,3703.92,mango
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,41.13,24.4624,83.9034,kharif,282.16,335.65,mango
28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,100,13.503,79.3345,summer,3122.16,1543.85,mango
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,100,14.8149,73.9514,kharif,2439.61,2888.58,mango
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,47.95,29.4412,79.5665,kharif,518.74,522.05,mango
38,19,31,34.73823882,49.08864345,5.855119268,90.65022183,60.23,18.4746,72.698,summer,1070.58,593.95,mango
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,48.7,29.6061,78.8123,kharif,514.4,564.48,mango
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,60.14,17.6108,83.5845,summer,1111.9,552.65,mango
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,73.93,21.325,70.8999,kharif,1146.15,1393.83,mango
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,43.41,29.8458,86.5892,monsoon,330.36,441.91,mango
33,29,34,31.40948821,49.21729127,6.832979509,92.99739415,61.13,17.7199,81.5585,kharif,891.42,892.21,mango
12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,88.5,19.9074,70.8213,monsoon,1489.92,1900.76,mango
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,54.81,17.3813,80.8276,summer,900.25,486.79,mango
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,40.84,28.5097,77.4011,summer,388.25,213.43,mango
1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,65.14,18.7258,77.0274,kharif,957.25,1057.06,mango
16,35,31,32.27652024,50.19368841,5.316875978,95.99487068,71.83,15.7943,68.6678,summer,1533.52,742.81,mango
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,100,12.5366,78.9998,kharif,4167.17,4552.03,mango
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,44.96,25.1296,76.7692,rabi,473.59,375.57,mango
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,62.22,15.8265,79.014,monsoon,859.4,1029.42,mango
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,60.56,20.8904,72.422,summer,1080.64,575.05,mango
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,44.98,29.6721,79.4987,kharif,427.89,428.72,mango
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,100,13.0342,80.2408,summer,4227.88,2211.21,mango
5,32,33,32.32362177,52.5896771,5.842763773,93.36718816,62.9,17.9915,70.1107,summer,1199.28,576.75,mango
31,29,26,28.22373428,47.40519056,5.024124684,97.76832322,100,11.2267,80.0218,kharif,3806.18,4786.46,mango
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,53.42,16.0641,70.4299,rabi,730.67,605.79,mango
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,100,13.8212,69.1507,rabi,2922.26,2420.31,mango
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,100,8.5271,83.8386,summer,3511.13,1990.91,mango
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,39.3,25.0721,73.083,summer,339.65,177.03,mango
5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,64.38,22.9814,85.9582,rabi,1102.51,792.09,mango
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,97.09,13.4006,73.1601,summer,2412.72,1238.61,mango
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,40.11,29.6004,74.5436,summer,349.86,197.86,mango
37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,100,11.7797,77.5701,rabi,3496.24,2773.2,mango
23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,71.39,16.2822,87.7029,summer,1499.55,776.62,mango
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,100,8.9089,84.9648,kharif,3450.68,3953.87,mango
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,68.58,15.0584,84.8934,monsoon,913.61,1321.68,mango
26,18,30,32.06097197,51.08494181,6.336234624,96.59816497,55.29,23.0916,71.2975,summer,904.46,472.84,mango
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,38.06,24.4903,86.4375,kharif,237.43,236.11,mango
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,73.63,15.5514,81.3776,kharif,1201.49,1310.68,mango
29,35,28,28.3471611,53.53903102,6.967417766,90.40260445,60.75,15.0274,70.9087,kharif,850.33,892.61,mango
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,54.63,15.0151,82.8285,rabi,812.19,589.49,mango
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,65.2,15.7379,87.2316,kharif,950.25,1105.24,mango
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,39.8,29.2286,83.5711,kharif,269.11,316.32,mango
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,43.87,27.3789,70.0749,kharif,344.38,433.32,mango
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,35.43,27.8487,77.3858,summer,207.78,114.32,mango
15,36,27,27.78912455,53.96886679,5.643710216,91.01152997,51.05,18.7125,75.8919,rabi,645.23,516.54,mango
3,18,31,31.65333432,48.20662669,6.392313973,91.09745581,100,11.1966,83.8175,kharif,3118.81,3496.36,mango
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,41.26,25.8643,83.1655,kharif,300.91,371.5,mango
33,31,34,31.32995611,50.22287593,5.421265283,89.78216168,79.92,16.2381,76.301,kharif,1283.96,1614.83,mango
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,63.61,21.5503,86.4848,summer,1250.28,580.18,mango
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,48.74,27.833,73.2821,kharif,529.14,530.38,mango
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,42.04,30.0678,86.7894,summer,411.43,230.3,mango
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,41.61,24.4562,87.5822,rabi,367.6,273.4,mango
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,51.23,25.6119,87.9499,monsoon,552.62,676.07,mango
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,58.02,18.3262,72.6887,kharif,742.39,863.09,mango
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,38.9,31.4981,77.4783,summer,312.17,158.64,mango
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,100,9.1196,81.5951,kharif,4554.85,4859.43,mango
40,16,35,31.89356292,49.02450149,6.4841522,89.59371481,100,13.1568,87.2758,kharif,3107.13,3808.24,mango
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,90.22,13.1277,74.4956,summer,2103.38,1205.19,mango
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,46.74,25.6455,71.2721,summer,603.12,325.51,mango
1,29,29,27.32961444,49.30347234,6.052026047,93.53197359,45.07,29.8235,79.2116,rabi,479.45,370.22,mango
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,100,11.7852,75.7504,kharif,2753.81,3107.46,mango
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,76.35,22.2177,79.6469,kharif,1243.24,1461.86,mango
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,38.78,30.5604,78.8659,kharif,247.73,276.21,mango
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,45.03,30.7239,79.9145,summer,521.98,297.58,mango
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,38.23,30.0918,81.746,summer,292.51,138.16,mango
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,42.97,28.4739,85.9619,summer,467.64,224.82,mango
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,75.31,21.967,84.6185,kharif,1241.88,1344.48,mango
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,41.09,26.9305,70.4906,kharif,322.77,322.67,mango
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,42.62,28.9694,68.0382,kharif,344.78,380.86,mango
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,100,10.3372,68.8531,kharif,1971.78,2324.6,mango
29,34,26,33.88004781,54.39416048,6.273953676,89.29147581,61.5,22.553,84.816,summer,1099.46,604.62,mango
8,37,33,28.07802689,54.9640534,6.128167757,97.45373619,100,9.5105,84.5245,kharif,4420.78,5496.02,mango
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,57.56,18.3763,86.4911,summer,990.48,497.08,mango
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,100,14.1095,69.6165,kharif,2364.74,2555.48,mango
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,54.49,20.1586,74.991,kharif,686.7,725.31,mango
21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,81.4,22.9549,87.9966,monsoon,1249.91,1750.36,mango
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,73.47,16.1657,72.7217,kharif,1204.83,1274.94,mango
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,100,13.1059,79.017,summer,3062.77,1705.78,mango
18,26,31,32.6112614,47.74916499,5.418475257,91.10190759,44.75,31.0685,78.3973,summer,549.66,265.71,mango
24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,41.59,29.8666,74.213,kharif,229.46,256.59,grapes
13,144,204,30.7280404,82.42614055,6.092241627,68.38135469,42.15,25.2054,84.7268,kharif,246.49,265.08,grapes
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,57.88,18.1269,79.348,summer,860.95,484.92,grapes
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,39.73,25.3517,70.732,summer,235.28,130.3,grapes
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,64.61,18.6854,72.4633,rabi,1001.57,746.82,grapes
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,71.03,15.8776,76.0026,summer,1377.24,684.55,grapes
35,140,197,16.77557314,82.75241875,6.106190557,66.76285469,100,13.7374,78.2365,kharif,4419.64,5265.3,grapes
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,47,27.4212,78.0581,summer,487,260.04,grapes
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,52.45,28.9735,68.882,kharif,499.06,620.72,grapes
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,44.84,29.77,83.9574,summer,418.01,230.57,grapes
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,76.23,23.6209,68.4087,summer,1521.26,835.69,grapes
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,100,10.6563,87.8645,kharif,3717.84,4196.25,grapes
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,39.93,29.079,82.4101,kharif,196.04,194.63,grapes
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,67.38,15.7352,79.1904,summer,1201.96,682.8,grapes
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,100,11.8205,74.2078,summer,3526.38,1951.07,grapes
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,100,12.4399,84.3338,rabi,3349.66,2690.22,grapes
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,55.95,24.6351,68.15,monsoon,599.73,726.87,grapes
3,136,205,17.5862944,80.84806564,6.334771461,71.4065452,51.77,25.4451,79.8173,monsoon,444.92,652.51,grapes
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,100,12.0316,72.2462,winter,2851.96,1732.68,grapes
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,72.85,17.9481,87.229,kharif,1066.56,1222.57,grapes
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,60.8,16.4659,87.9428,summer,1002.05,513.19,grapes
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,47.32,24.0113,82.4265,rabi,451.91,342.1,grapes
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,59.04,17.9417,72.6461,rabi,794.61,649.66,grapes
25,121,201,30.50734778,82.71775569,5.594240603,70.08200379,66.82,22.8637,82.0633,kharif,896.41,1041.31,grapes
15,125,199,18.4269936,80.55625868,5.569230319,69.75734306,61.75,19.6336,69.154,rabi,888.67,727.85,grapes
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,44.66,27.4119,75.4163,winter,383.05,242.31,grapes
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,67.97,16.2335,80.4033,rabi,1059.51,902.03,grapes
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,56.56,17.7568,80.6095,rabi,728.32,591.47,grapes
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,69.53,19.4321,73.3822,summer,1315.31,666.49,grapes
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,90.05,10.2181,73.5196,summer,2079.84,1016.43,grapes
26,135,203,33.78372897,81.16314317,5.685102769,74.53557341,100,11.8424,76.5384,summer,2575.45,1394.02,grapes
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,39.94,31.7042,86.6121,kharif,181.3,207.5,grapes
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,64.05,16.9138,69.6989,summer,1075.77,618.16,grapes
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,67.22,20.9831,80.1132,rabi,1092.17,817.23,grapes
20,142,196,10.89875873,80.01639435,6.207600783,68.69420397,44.88,29.4767,71.804,monsoon,312.61,375.26,grapes
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,82.23,16.0208,81.574,kharif,1276.2,1560.18,grapes
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,42.27,30.9864,74.9916,rabi,284.3,230.25,grapes
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,64.84,20.7792,86.3958,rabi,1020.51,739.98,grapes
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,46.73,25.8286,79.0483,summer,474.89,256.52,grapes
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,100,13.971,86.7113,zaid,2806.67,2496.95,grapes
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,52.24,22.3494,84.4997,winter,655.43,408.8,grapes
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,52.82,22.6781,73.8048,rabi,623.64,485.18,grapes
11,132,197,15.99050693,81.23966573,5.734317007,74.40198861,50.78,25.1538,87.0281,kharif,466.87,554.48,grapes
0,137,195,22.4359017,80.18612085,6.329499832,65.3973168,45.43,27.8637,69.7895,rabi,405.85,286.44,grapes
19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,64.07,22.1211,69.4387,summer,1142.66,540.69,grapes
31,136,197,31.11047251,83.34010951,5.653776058,71.43001582,53.08,29.7616,70.4872,kharif,509.66,636.54,grapes
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,42.87,25.66,83.012,kharif,271.1,290.23,grapes
39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,72.56,15.8343,72.2757,summer,1408.34,752.76,grapes
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,45.46,26.1878,73.6702,rabi,400.53,275.78,grapes
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,100,12.7031,85.9397,rabi,2407.85,1871.65,grapes
32,120,204,10.38004759,83.44518113,6.138958698,67.3917379,97.11,10.7598,84.1695,summer,2289.7,1198.34,grapes
12,142,203,31.3115978,82.56407013,5.972850838,65.01095312,98.91,14.5899,75.2228,kharif,1753.13,2039.45,grapes
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,100,14.082,68.969,rabi,3477.33,2725.48,grapes
8,139,199,29.36947679,81.53996362,6.336426667,66.13442813,57.26,28.2706,69.8078,kharif,649.79,740.91,grapes
21,134,202,10.72302459,80.02130636,6.425419926,65.2982112,43.99,27.2923,78.2293,monsoon,284.76,353.14,grapes
40,140,195,14.97846952,80.49979873,6.294395676,71.63437433,85.92,16.153,68.7853,monsoon,1357.67,1714.54,grapes
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,100,11.5633,75.7121,kharif,2802.98,2820.93,grapes
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,81.5,18.8201,75.0961,monsoon,1168.63,1667.64,grapes
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,56.16,29.0602,71.4583,monsoon,584.85,741.75,grapes
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,81.08,11.4313,75.9049,summer,1790.13,807.94,grapes
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,100,13.1276,81.3649,summer,3570.67,1972.97,grapes
22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,62.05,16.0611,75.3335,rabi,924.67,703.16,grapes
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,62.65,23.7259,74.7193,summer,1033.9,589.5,grapes
37,135,205,11.82768186,80.2827185,5.510924849,74.10225057,44.73,26.3233,74.414,kharif,308.41,369.06,grapes
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,100,12.1895,82.3285,monsoon,2323.16,3071.92,grapes
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,86.82,12.1144,76.3272,summer,1956.2,957.7,grapes
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,77.94,21.0437,74.4039,rabi,1434.18,1076.96,grapes
40,132,202,24.57558351,80.70695797,5.971813006,69.706113,100,14.9586,70.0878,rabi,3210.9,2738.44,grapes
29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,45.09,24.2251,72.5298,kharif,326.3,346.2,grapes
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,61.34,16.8136,78.8367,summer,1005.59,540.4,grapes
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,100,12.1457,69.523,kharif,2392.55,2890.26,grapes
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,65.62,22.6064,73.2845,rabi,1001.93,821.16,grapes
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,47.13,25.6832,87.9726,zaid,434.48,362.27,grapes
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,60.1,15.1904,80.6833,rabi,850.41,669.36,grapes
16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,100,9.8465,81.9724,rabi,2771.82,2355.02,grapes
8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,100,12.7059,79.2535,summer,2774.49,1443.73,grapes
25,129,195,17.98667801,81.17712085,5.777271492,72.37127689,100,12.7972,78.9067,rabi,3588.98,2542.98,grapes
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,90.31,16.4371,80.5101,kharif,1473.66,1837.38,grapes
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,46.93,28.3357,84.8337,summer,502.46,237.66,grapes
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,52.95,22.8009,87.6727,summer,708.3,366.83,grapes
33,120,205,35.12158265,82.26890793,5.550832178,69.71518491,65.61,19.735,83.6517,summer,1147.08,629.31,grapes
35,125,204,19.6491772,80.15215777,6.107741788,73.69529586,85.21,16.7445,74.2746,zaid,1531.91,1437.25,grapes
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,53.89,21.7393,75.2595,winter,703.78,434.63,grapes
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,41.06,30.8831,81.6447,rabi,263.26,182.09,grapes
28,145,202,19.2077707,82.9042841,6.484323189,66.83113717,44.06,25.8535,86.3954,summer,386.52,202.48,grapes
6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,80.53,15.5769,85.6959,rabi,1525.45,1117.59,grapes
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,100,10.8666,84.3129,rabi,2732.72,2032.72,grapes
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,53.85,18.7481,78.2119,summer,751.63,380.08,grapes
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,74.86,17.8608,69.3835,rabi,1352.64,981.8,grapes
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,100,10.5591,81.6094,rabi,2394,1879.75,grapes
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,43.41,29.7373,72.7551,zaid,317.99,268.31,grapes
14,121,203,9.724457611,83.74765639,6.158689406,74.46411148,50.29,25.7723,79.927,rabi,551.84,391.98,grapes
6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,90.3,11.5703,73.4803,rabi,1845.32,1339.97,grapes
32,138,197,9.535585543,80.73112694,5.908724337,69.44115171,59.6,19.396,77.0419,zaid,834.74,655.44,grapes
11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,68.36,20.3221,87.5332,kharif,922.85,1126.62,grapes
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,100,8.1342,85.7787,kharif,3154.46,3612.52,grapes
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,100,8.1229,84.0253,rabi,3011.67,2227.07,grapes
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,40.06,26.7795,84.3199,rabi,213.14,166.61,grapes
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,100,14.201,71.0837,zaid,3469.41,3096.77,grapes
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,64.59,22.2331,87.4417,rabi,1018.52,730.95,grapes
119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,42.12,29.7199,72.6544,rabi,276.26,233.55,watermelon
119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,79.1,16.3561,77.6207,rabi,1400.03,1183.39,watermelon
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,41.95,27.7937,76.923,rabi,276.88,215.79,watermelon
114,8,50,24.74631269,88.30866319,6.581587932,57.95826144,61.09,20.3735,72.2522,rabi,873.21,652.89,watermelon
93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,100,12.1621,80.9245,rabi,4533.89,3769.19,watermelon
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,46.07,27.7316,79.5662,rabi,378.05,307.51,watermelon
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,70.87,20.4958,75.9943,rabi,1146.28,937.81,watermelon
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,100,10.0681,82.5614,rabi,3916.87,2947.92,watermelon
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,92.24,10.2363,72.3236,rabi,1814.24,1494.97,watermelon
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,100,10.3814,85.9773,rabi,3124.44,2284.96,watermelon
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,45.9,29.3935,85.2328,rabi,404.3,320.65,watermelon
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,45,25.0542,80.3731,rabi,358.57,294.17,watermelon
101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,56.73,16.6999,82.6358,rabi,744.49,566.92,watermelon
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,45.16,30.9592,69.3638,rabi,387.58,267.73,watermelon
104,17,46,25.7131428,80.22972777,6.190015912,43.08961827,64.48,15.3046,80.3226,rabi,1023.33,732.65,watermelon
95,12,51,25.76484262,84.1726996,6.681606702,44.22066914,68.25,19.7677,75.1533,rabi,1074.76,889.16,watermelon
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,76.73,21.7175,74.6088,rabi,1334.91,1071.17,watermelon
109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,100,13.3635,81.6319,rabi,2352.72,1811.79,watermelon
